"Response_ID","Date_submitted","Last_page","Start_language","Date_started","Date_last_action","IP_address","Referrer_URL","Which_part_of_the_NHS_do_you_mainly_work_in?","Which_part_of_the_NHS_do_you_mainly_work_in?_[Other]","What_is_your_main_job/role_within_the_NHS?","What_is_your_main_job/role_within_the_NHS?_[Other]","Can_you_access_WiFi_in_your_place_of_NHS_work?","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_my_own_device_(BYOD)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_a_work-provided_device]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_requires_login_on_a_web_page_after_device_connects_to_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_have_access_to_EduRoam,_the_academic_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_is_provided_by_a_commercial_service_(WiFispark,_BT_OpenZone,_The_Cloud_etc)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_is_free]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_works_in_most_areas_of_my_workplace_that_I_need_it_to.]","Please_provide_some_further_information:_[WiFi_access_is_only_for_work_devices_and_I_haven't_been_provided_with_one]","Please_provide_some_further_information:_[WiFi_isn't_required_-_internet_and_clinical_record_access_via_Desktop_PCs_is_sufficient]","Please_provide_some_further_information:_[There_are_no_WiFi_networks_at_all]","Please_provide_some_further_information:_[There_is_a_good_mobile_data_signal_(ie_3G,_4G)_in_my_place_of_work]","Please_provide_some_further_information:_[Other]","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?_-_comment","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Medical_knowledge_resources]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Personal_email]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Trust_Intranet_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Work_email/NHSMail]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Mobile_electronic_medical_record_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Order_tests_for_patients]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Getting_results_of_patients'_tests]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Patients'_demographic_details_&_location_tracking]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Social_Media/Social_Networking]","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:_[Other]","OPTIONAL:_What_is_the_postcode_of_the_NHS_organisation_at_which_you_do_most_of_your_work?","OPTIONAL:_do_you_have_any_comments_on_WiFi_access_for_staff_or_patients_in_the_NHS?","Total_time","Group_time:_WiFi_in_your_Workplace","Question_time:_NHSSECTOR","Question_time:_JOBROLE","Question_time:_YESNOWIFI","Question_time:_YESWIFI","Question_time:_NOWIFI","Question_time:_CAREQUALITY","Question_time:_DOWITHWIFI","Question_time:_Q0009","Question_time:_POSTCODE","Question_time:_COMMENTS"
"83","2014-09-18 13:42:37","1","en","2014-09-18 13:38:57","2014-09-18 13:42:37","194.176.105.147","","Secondary Care / Hospital","","Other","Librarian","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","I am not sure what effect access to WiFi would have","Users of the Library have commented that it is very inconvenient not to be able to have WiFi but not sure if that would impact on patient care.","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't know","","","","219.06","","","","","","","","","","",""
"84","2014-09-18 13:42:08","1","en","2014-09-18 13:39:04","2014-09-18 13:42:08","194.176.105.144","","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I want to be able to do this","I can do this already","I can do this already","I want to be able to do this","I can do this already","I can do this already","I can do this already","I want to be able to do this","Other","Not available for patients","IG38YB","","184.46","","","","","","","","","","",""
"1256","2014-09-25 08:29:44","1","en","2014-09-25 08:24:27","2014-09-25 08:29:41","194.176.105.132","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Nurse","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I can do this already","I can do this already","I can do this already","I want to be able to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I can do this already","WiFi for patients and visitors is free with registration","","RG24 9NA","","316.88","","","","","","","","","","",""
"87","2014-09-18 13:42:14","1","en","2014-09-18 13:39:55","2014-09-18 13:42:14","194.176.105.132","http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew","Mental Health","","Administrative Staff","","Yes","Yes","No","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","SO40 2RZ","","138.36","","","","","","","","","","",""
"90","2014-09-18 13:44:24","1","en","2014-09-18 13:41:04","2014-09-18 13:44:24","194.176.105.132","","Secondary Care / Hospital","","IT Professional","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","rg249na","","200.01","","","","","","","","","","",""
"93","2014-09-18 13:43:16","1","en","2014-09-18 13:41:14","2014-09-18 13:43:16","194.176.105.153","","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","","","","","","","","","","WiFi for patients and visitors is free without registration","","ch2 1ul","","122.38","","","","","","","","","","",""
"94","2014-09-18 13:45:41","1","en","2014-09-18 13:41:32","2014-09-18 13:45:41","213.106.240.194","","Community Services","","Manager/Executive","","Yes","No","Yes","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","","I can do this already","I can do this already","I can do this already","","","","","I can do this already","I don't know","","OX4 4XN","","249.35","","","","","","","","","","",""
"95","2014-09-18 13:47:04","1","en","2014-09-18 13:41:39","2014-09-18 13:47:04","81.145.165.2","","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","I've been asking IT for some time why our Trust can't provide Wi-Fi to staff when McDonald's can provide it free to customers.","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I want to be able to do this","Other","No Wi-Fi available for patients.","BT9 7AD","We need it, like...uhm...5 years ago! Please enter the 21st Century with the rest of mankind! (note to my Trust).","325.73","","","","","","","","","","",""
"96","2014-09-18 13:44:48","1","en","2014-09-18 13:41:56","2014-09-18 13:44:48","194.176.105.147","","Secondary Care / Hospital","","Other","SCIENTIST","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","Poor systems mean spending too much time retrieving data which means less time doing appropriate work","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I don't need to do this","I don't know","","BL4 0JR","","171.21","","","","","","","","","","",""
"97","2014-09-18 13:45:59","1","en","2014-09-18 13:42:40","2014-09-18 13:45:59","194.176.105.138","http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew","Secondary Care / Hospital","","Other","Library Services Manager","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","Access for staff, students and patients vistors currently very good","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","pl6 8dh","","199.12","","","","","","","","","","",""
"98","2014-09-18 14:04:45","1","en","2014-09-18 13:42:43","2014-09-18 14:04:45","62.252.63.179","","Mental Health","","Other","Librarian","Yes","No","Yes","Yes","No","No","Yes","No","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","I don't know","","","It should definitely be free. Being in hospital can be terribly lonely and boring. Free WiFi can go a small way to improving the patient experience and improving quality of life for in-patients.","259.76","","","","","","","","","","",""
"100","2014-09-18 13:46:35","1","en","2014-09-18 13:43:07","2014-09-18 13:46:35","194.176.105.132","","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","","I can do this already","I can do this already","I want to be able to do this","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","rg24 9na","","207.59","","","","","","","","","","",""
"102","2014-09-18 13:49:40","1","en","2014-09-18 13:43:12","2014-09-18 13:49:40","194.176.105.138","","Secondary Care / Hospital","","Doctor","","Yes","Yes","Yes","No","No","Yes","Yes","No","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","","I can do this already","I can do this already","I don't need to do this","I don't know","","L97LJ","","388.93","","","","","","","","","","",""
"1257","2014-09-25 08:27:45","1","en","2014-09-25 08:25:25","2014-09-25 08:27:45","194.176.105.135","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","Yes","No","Yes","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","","I want to be able to do this","I can do this already","","","","","","","I don't need to do this","I don't know","","SO22 5DG","","140.11","","","","","","","","","","",""
"106","2014-09-18 13:54:58","1","en","2014-09-18 13:49:16","2014-09-18 13:54:58","194.176.105.141","","Secondary Care / Hospital","","IT Professional","","Yes","No","No","No","No","No","Yes","No","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","I don't use it for work.  ","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","NR4 7UY","It should be free for staff and patients alike.  It enables everyone to feel connected to the rest of the world, access up to date info (even if it's only the travel/weather situation).","341.86","","","","","","","","","","",""
"956","2014-09-19 14:48:17","1","en","2014-09-19 14:45:43","2014-09-19 14:48:17","194.176.105.153","","Secondary Care / Hospital","","Doctor","","Yes","No","Yes","No","No","No","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I can do this already","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't know","","SR4 7TP","Hi

Strcitly speaking we can do al,ot of the above on  obile laptops on the wards, which use wifi

However, i have answered no - meaning that I would like to be bale to do much more with wifi woith a more mobile devive such as a tablet or blackberry etc","154.41","","","","","","","","","","",""
"1258","2014-09-25 08:30:27","1","en","2014-09-25 08:27:32","2014-09-25 08:30:27","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I want to be able to do this","I can do this already","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","WiFi for patients and visitors is free without registration","","rg24 9na","","174.42","","","","","","","","","","",""
"954","2014-09-19 14:47:53","1","en","2014-09-19 14:44:17","2014-09-19 14:47:53","194.176.105.150","http://moss/Notices/Pages/Recent_Items.aspx","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I want to be able to do this","I can do this already","I want to be able to do this","I can do this already","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is free without registration","","SL2 4HL","","168.69","","","","","","","","","","",""
"112","2014-09-18 13:59:26","1","en","2014-09-18 13:54:40","2014-09-18 13:59:24","82.33.227.210","http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","No","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","Wifi is currently only in the hospital education centres where i work rather than throughout the whole hospital. We would like to be able to support clinicians by taking ipads into wards to support evidence based practice.","I can do this already","I can do this already","I want to be able to do this","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","Other","Patients /  visitors have no access - only staff in education centres","gl1 3nn","There is a project going on in the Trust at the moment to bring in free wifi for staff, visitors and patients.
People have come to expect free wifi everywhere these days.","285.31","","","","","","","","","","",""
"114","2014-09-18 14:13:10","1","en","2014-09-18 13:54:49","2014-09-18 14:13:10","194.176.105.147","http://www.google.com/url?q=http%3A%2F%2Fbit.ly%2F1sneR2w&sa=D&sntz=1&usg=AFQjCNGs2NJSTFm8Dzx-755C0K0_KDuiew","Secondary Care / Hospital","","Other","Librarian","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","We are frequently asked about WiFi access  and it is difficult to assist staff who want to use resources on theor BYOD when there is no WiFi.  The one tablet we have connected to Trust WiFi is so locked down to render it useless","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","Other","I am unaware of WiFi access for patients visitors","BH15 2JB; BH7 7DW","There is an expectation from new professionals that there should be free WiFi at least in the library if not across the whole Trust. Lack of WiFi now severley hinders how we can go about providing access to the evidence base.  We pay thousands for high quality electronic resources that due to lack of WiFi most staff can't access. (Responses relate to two hospital sites as we are a cross Trust service)","1101.28","","","","","","","","","","",""
"119","2014-09-18 14:03:21","1","en","2014-09-18 13:57:33","2014-09-18 14:03:21","194.176.105.153","","Secondary Care / Hospital","","Other","librarian","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","Provide many online resources which could be consulted at the point of care if wifi available","I want to be able to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","Other","not available","hx3 0pw","WiFi is installed throughout the hospital and has been ready for use for over a year but has not been enabled.","347.15","","","","","","","","","","",""
"124","2014-09-18 14:05:17","1","en","2014-09-18 14:02:09","2014-09-18 14:05:17","86.17.13.130","","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","I don't know","","IG3 8YB","","187.99","","","","","","","","","","",""
"1259","2014-09-25 08:35:10","1","en","2014-09-25 08:33:28","2014-09-25 08:35:10","62.255.241.85","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","","I don't need to do this","I can do this already","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","No WiFi for patients or visitors","","","","101.25","","","","","","","","","","",""
